frequency,real,img,mag,phase,,,,
4.11,-0.008258202,0.052141119,0.052791043,1.727873341,,,,
4.115,-0.012093723,0.050374132,0.051805514,1.8064151,,,,
4.12,-0.015607696,0.048035797,0.050507801,1.884954064,,,,
4.125,-0.018716234,0.045185374,0.048908235,1.963492372,,,,
4.13,-0.021345923,0.04189386,0.047018548,2.042033992,,,,
4.135,-0.023435074,0.038242881,0.044852209,2.120571356,,,,
4.14,-0.024935999,0.0343216,0.04242377,2.199112904,,,,
4.145,-0.025815509,0.030226141,0.03974997,2.277653651,,,,
4.15,-0.026056028,0.026056025,0.036848787,2.35619455,,,,
4.155,-0.025655356,0.021911842,0.033739089,2.434732114,,,,
4.16,-0.024627659,0.017893113,0.030441503,2.51327222,,,,
4.165,-0.023001836,0.014095641,0.026977242,2.591810847,,,,
4.17,-0.020821398,0.010609087,0.023368426,2.670351653,,,,
4.175,-0.018143214,0.007515235,0.0196381,2.748890306,,,,
4.18,-0.015035825,0.00488545,0.015809607,2.827432507,,,,
4.185,-0.011578185,0.002775711,0.011906257,2.906297066,,,,
4.19,-0.007857222,0.001244637,0.00795519,2.984491271,,,,
4.195,-0.003965742,0.000312071,0.003978002,3.063062829,,,,
4.2,-1.19098E-07,1.20804E-08,1.19709E-07,3.040505704,,,,
4.205,0.003942016,0.000310242,0.003954205,0.078539528,,,,
4.21,0.007764039,0.001229743,0.007860825,0.157084703,,,,
4.215,0.011372898,0.002730348,0.011696051,0.235615894,,,,
4.22,0.014681412,0.004770251,0.015436941,0.314157512,,,,
4.225,0.017610247,0.007294284,0.019061148,0.392693303,,,,
4.23,0.02008974,0.010236154,0.022547206,0.471235721,,,,
4.235,0.022061758,0.013519349,0.025874581,0.549774988,,,,
4.24,0.023480694,0.017059645,0.029023688,0.628316368,,,,
4.245,0.024314913,0.020766707,0.031976102,0.706853815,,,,
4.25,0.024547681,0.024547571,0.034715586,0.785395908,,,,
4.255,0.024176106,0.02830657,0.03722561,0.86393774,,,,
4.26,0.023213683,0.031950525,0.039493179,0.942472316,,,,
4.265,0.021686472,0.035388912,0.041505159,1.021015173,,,,
4.27,0.019635434,0.038536535,0.043250605,1.099555605,,,,
4.275,0.017113705,0.041316617,0.044720708,1.178101332,,,,
4.28,0.014184417,0.043660534,0.045906861,1.256673324,,,,
4.285,0.01092661,0.045512291,0.04680555,1.335175307,,,,
4.29,0.007416848,0.046827318,0.047411047,1.413713997,,,,
4.295,0.00374441,0.047574897,0.047722023,1.492252656,,,,
4.3,1.42387E-07,0.047737873,0.047737873,1.570793344,,,,
4.305,-0.003723607,0.047313962,0.047460259,1.64933442,,,,
4.31,-0.007335521,0.04631527,0.04689258,1.72787392,,,,
4.315,-0.010747906,0.04476753,0.046039649,1.806419427,,,,
4.32,-0.013877433,0.042710584,0.044908542,1.884953955,,,,
4.325,-0.016649509,0.040195805,0.043507573,1.963492474,,,,
4.33,-0.018997803,0.037285502,0.041846448,2.042032899,,,,
4.335,-0.020867222,0.034052322,0.039937471,2.120573601,,,,
4.34,-0.022214165,0.030574329,0.03779231,2.19912801,,,,
4.345,-0.023008766,0.026939412,0.035427888,2.27766184,,,,
4.35,-0.023233547,0.023233379,0.032857078,2.356198124,,,,
4.355,-0.022886937,0.01954748,0.030098436,2.434729534,,,,
4.36,-0.021980132,0.015969547,0.027168964,2.513272738,,,,
4.365,-0.020538501,0.012585858,0.024088043,2.591819312,,,,
4.37,-0.018599755,0.009477042,0.02087499,2.670354044,,,,
4.375,-0.016214485,0.006716349,0.017550466,2.748888888,,,,
4.38,-0.013443497,0.004368021,0.014135319,2.827435801,,,,
4.385,-0.010356804,0.002486605,0.010651131,2.905958888,,,,
4.39,-0.007031308,0.001113578,0.007118943,2.984523031,,,,
4.395,-0.003550377,0.00027933,0.003561348,3.063078112,,,,
4.4,-1.42227E-08,-1.59173E-07,1.59807E-07,-1.659913554,,,,
4.405,0.0035322,0.000277939,0.003543118,0.078525336,,,,
4.41,0.0069597,0.001102161,0.007046431,0.157058974,,,,
4.415,0.010198843,0.00244887,0.010488726,0.235651368,,,,
4.42,0.013171437,0.004279678,0.013849275,0.314160556,,,,
4.425,0.015809218,0.006547878,0.017111577,0.392671312,,,,
4.43,0.018038269,0.009190795,0.020244749,0.471231738,,,,
4.435,0.019816822,0.012143638,0.023241652,0.549774086,,,,
4.44,0.021099829,0.015329907,0.026080814,0.628318015,,,,
4.445,0.021858243,0.018668561,0.028745399,0.706854585,,,,
4.45,0.022076145,0.02207602,0.031220295,0.78539533,,,,
4.455,0.021750752,0.025466695,0.03349101,0.863934822,,,,
4.46,0.020892607,0.028756054,0.035544502,0.942475277,,,,
4.465,0.019525811,0.031862975,0.037369861,1.021014075,,,,
4.47,0.0176859,0.034710226,0.038956268,1.099553845,,,,
4.475,0.015420542,0.03722816,0.04029552,1.178094192,,,,
4.48,0.012787384,0.039355247,0.041380584,1.256635013,,,,
4.485,0.009852905,0.041039752,0.042205935,1.335173824,,,,
4.49,0.006690476,0.042241251,0.042767812,1.413713944,,,,
4.495,0.003378843,0.042931319,0.043064077,1.492254766,,,,
4.5,1.03836E-07,0.043094236,0.043094236,1.570793917,,,,
4.505,-0.003362548,0.042727042,0.042859151,1.649332817,,,,
4.51,-0.006626745,0.04184024,0.042361768,1.727873672,,,,
4.515,-0.009712719,0.0404566,0.04160617,1.806414588,,,,
4.52,-0.012545474,0.038611297,0.04059829,1.884953317,,,,
4.525,-0.01505681,0.036350659,0.039345621,1.963492444,,,,
4.53,-0.017186584,0.033730747,0.037856861,2.042033109,,,,
4.535,-0.018884328,0.03081643,0.03614236,2.12057492,,,,
4.54,-0.02011032,0.027679324,0.034213593,2.199117559,,,,
4.545,-0.020836317,0.024396177,0.032083104,2.277655005,,,,
4.55,-0.021047172,0.021047223,0.029765232,2.356193276,,,,
4.555,-0.02074035,0.017713881,0.027275332,2.434735732,,,,
4.56,-0.019925208,0.014476598,0.024628963,2.513271267,,,,
4.565,-0.018625193,0.01141261,0.02184366,2.591849977,,,,
4.57,-0.016872057,0.008596744,0.018935953,2.670353665,,,,
4.575,-0.014713124,0.006094345,0.015925359,2.748895352,,,,
4.58,-0.012202015,0.003964817,0.012830002,2.827422851,,,,
4.585,-0.009403676,0.002257562,0.009670869,2.905979366,,,,
4.59,-0.006386446,0.001011486,0.00646605,2.984517264,,,,
4.595,-0.003225804,0.000253754,0.003235769,3.063090567,,,,
4.6,1.07252E-07,1.35216E-08,1.08101E-07,0.125411507,,,,
4.605,0.003211251,0.000252605,0.003221171,0.078500984,,,,
4.61,0.006329378,0.001002469,0.006408274,0.157078738,,,,
4.615,0.009278152,0.002227416,0.009541776,0.235612204,,,,
4.62,0.011986034,0.003894293,0.012602799,0.314143757,,,,
4.625,0.014387307,0.005959375,0.015572693,0.392696562,,,,
4.63,0.016424691,0.008368664,0.0184338,0.471232403,,,,
4.635,0.018049585,0.011060701,0.021169001,0.549774716,,,,
4.64,0.019223914,0.013966882,0.023762001,0.628314806,,,,
4.645,0.019920872,0.017013938,0.026197618,0.706855632,,,,
4.65,0.020125265,0.020125127,0.028461325,0.785394735,,,,
4.655,0.019834555,0.02322309,0.030540489,0.863933928,,,,
4.66,0.019057651,0.026230438,0.032422676,0.94247475,,,,
4.665,0.017815882,0.029072766,0.034097381,1.021015897,,,,
4.67,0.016141848,0.031679773,0.03555513,1.099552489,,,,
4.675,0.014078457,0.033987874,0.036788294,1.178091747,,,,
4.68,0.011677656,0.035939661,0.037789243,1.256633232,,,,
4.685,0.009000554,0.0374886,0.038553925,1.335168361,,,,
4.69,0.006113246,0.038596872,0.039078002,1.41371411,,,,
4.695,0.003088542,0.03923911,0.039360473,1.492247457,,,,
4.7,6.95686E-08,0.039398037,0.039398037,1.570794561,,,,
4.705,-0.003075057,0.039073128,0.039193945,1.649334494,,,,
4.71,-0.00606167,0.038272505,0.038749562,1.727873439,,,,
4.715,-0.008886928,0.037016999,0.038068829,1.806414067,,,,
4.72,-0.011482264,0.035339268,0.037157856,1.884951497,,,,
4.725,-0.013784073,0.033277839,0.036019651,1.963493903,,,,
4.73,-0.015738049,0.030887678,0.034666047,2.042034986,,,,
4.735,-0.017297094,0.028226447,0.033104709,2.120572593,,,,
4.74,-0.018424798,0.025359616,0.031346185,2.19911379,,,,
4.745,-0.019095114,0.022357515,0.029402073,2.277654465,,,,
4.75,-0.019293358,0.019293449,0.027284992,2.35619213,,,,
4.755,-0.019016916,0.016241724,0.025008733,2.434742103,,,,
4.76,-0.018274323,0.013276999,0.022588262,2.513276787,,,,
4.765,-0.017085649,0.01047004,0.020038491,2.591816453,,,,
4.77,-0.015481978,0.007888318,0.017375765,2.670361118,,,,
4.775,-0.013504174,0.005593725,0.014616856,2.748886452,,,,
4.78,-0.011203066,0.003639985,0.011779567,2.827442399,,,,
4.785,-0.008635416,0.002073119,0.008880779,2.905979852,,,,
4.79,-0.00586612,0.000928941,0.005939217,2.98453982,,,,
4.795,-0.002963715,0.000233099,0.002972868,3.063103414,,,,
4.8,4.73666E-08,-1.52255E-08,4.97535E-08,-0.311008359,,,,
4.805,0.002951819,0.000232077,0.002960928,0.078460456,,,,
4.81,0.005819291,0.000921538,0.005891806,0.157054909,,,,
4.815,0.008532628,0.002047748,0.008774908,0.235535823,,,,
4.82,0.011025343,0.003581999,0.011592623,0.31413039,,,,
4.825,0.01323721,0.005483012,0.014327845,0.392697792,,,,
4.83,0.015115432,0.007701302,0.016964266,0.471218128,,,,
4.835,0.016614615,0.010181142,0.01948592,0.549765286,,,,
4.84,0.017699685,0.012859384,0.021877902,0.628311489,,,,
4.845,0.018345813,0.015668275,0.024125996,0.706841664,,,,
4.85,0.018537857,0.018537754,0.026216416,0.785395382,,,,
4.855,0.018274692,0.021396113,0.028138195,0.863919479,,,,
4.86,0.017563112,0.024172215,0.029879071,0.942451539,,,,
4.865,0.016422066,0.026797524,0.031429151,1.021003434,,,,
4.87,0.014882528,0.029207192,0.032780325,1.099537843,,,,
4.875,0.012981451,0.031339795,0.033921981,1.178094984,,,,
4.88,0.010773581,0.033146208,0.034853137,1.256535398,,,,
4.885,0.008299416,0.034600296,0.035581748,1.335378555,,,,
4.89,0.005641387,0.035618525,0.036062509,1.413717611,,,,
4.895,0.002850242,0.036217129,0.036329111,1.492259463,,,,
4.9,1.26884E-07,0.036373271,0.036373271,1.570792838,,,,
4.905,-0.002839338,0.036080048,0.036191597,1.649329979,,,,
4.91,-0.00559851,0.035348358,0.035788961,1.727872643,,,,
4.915,-0.008209522,0.034195934,0.035167573,1.806410379,,,,
4.92,-0.010608909,0.032651616,0.034331865,1.884948825,,,,
4.925,-0.012739039,0.03075495,0.033288888,1.963493237,,,,
4.93,-0.014547379,0.028551618,0.032044049,2.04202419,,,,
4.935,-0.015992103,0.02609715,0.030607329,2.120568043,,,,
4.94,-0.017038204,0.023451368,0.02898736,2.199108937,,,,
4.945,-0.017661509,0.020679396,0.027194968,2.277644493,,,,
4.95,-0.017848992,0.017849195,0.02524243,2.356188792,,,,
4.955,-0.017596487,0.015029149,0.023141125,2.434723464,,,,
4.96,-0.016912777,0.012288062,0.020905466,2.513266009,,,,
4.965,-0.015815878,0.009692116,0.01854937,2.591807803,,,,
4.97,-0.014334511,0.007303798,0.016087998,2.670353774,,,,
4.975,-0.012505848,0.005180185,0.013536268,2.748887253,,,,
4.98,-0.010376512,0.003371696,0.010910561,2.827419217,,,,
4.985,-0.008000064,0.0019208,0.008227423,2.905954915,,,,
4.99,-0.005435578,0.000860931,0.005503336,2.984509434,,,,
4.995,-0.002746634,0.000216397,0.002755145,3.062968749,,,,
