frequency,real,img,mag,phase
3.772,0.030825085,0.008745726,0.032041747,0.276455919
3.776,0.035615137,0.012068871,0.037604463,0.326724484
3.78,0.040028188,0.015848165,0.043051367,0.376988623
3.784,0.04402134,0.020043102,0.048369456,0.427256159
3.788,0.04755576,0.024608301,0.053545483,0.477519463
3.792,0.050597857,0.029495965,0.058567526,0.527787565
3.796,0.053118743,0.034653916,0.063423141,0.578050613
3.8,0.055094702,0.040028441,0.068100677,0.628316118
3.804,0.056507953,0.045563616,0.072589199,0.678584064
3.808,0.057346721,0.051201658,0.076878191,0.728847239
3.812,0.057604371,0.056884628,0.080957547,0.779111678
3.816,0.057280563,0.062554221,0.084818002,0.82937752
3.82,0.056380496,0.068152154,0.088450418,0.879644805
3.824,0.054915265,0.073621221,0.091846451,0.929913949
3.828,0.052902408,0.078905204,0.0949984,0.980175445
3.832,0.050363362,0.083951308,0.097899389,1.030441847
3.836,0.047326158,0.088708382,0.100543236,1.080707176
3.84,0.043822965,0.093128195,0.102923821,1.13097192
3.844,0.039890822,0.097166829,0.105036519,1.181237317
3.848,0.035571202,0.100783729,0.106876894,1.231499529
3.852,0.030907979,0.103942953,0.108440954,1.281767705
3.856,0.025950091,0.106613247,0.109725984,1.332035233
3.86,0.020748866,0.108768568,0.110729928,1.382299423
3.864,0.015357204,0.110388107,0.111451235,1.432563479
3.868,0.009829739,0.111456115,0.111888736,1.482830119
3.872,0.004223003,0.111963238,0.112042851,1.533096433
3.876,-0.001406138,0.111905385,0.111914219,1.583361088
3.88,-0.007001121,0.111283471,0.111503482,1.633626021
3.884,-0.012504897,0.110097965,0.110805841,1.683891398
3.888,-0.017864898,0.108383942,0.109846409,1.7341572
3.892,-0.023024834,0.106136933,0.10860567,1.784421425
3.896,-0.027934927,0.103388546,0.107095993,1.834688631
3.9,-0.032545828,0.100166438,0.105321157,1.884953598
3.904,-0.036812616,0.096504153,0.103287077,1.93521978
3.908,-0.040693417,0.092439195,0.100999796,1.985486004
3.912,-0.044150508,0.088013279,0.098466262,2.035750782
3.916,-0.047150561,0.083270499,0.095693006,2.086017522
3.92,-0.049664537,0.07825926,0.092688069,2.136280271
3.924,-0.051669401,0.073029962,0.08946006,2.186544542
3.928,-0.053147932,0.067634129,0.086017894,2.236828008
3.932,-0.054083218,0.062128265,0.0823706,2.287077123
3.936,-0.054471261,0.056564465,0.078528065,2.337345102
3.94,-0.054308908,0.050999567,0.074501096,2.387609368
3.944,-0.053599636,0.045487938,0.070299883,2.437876273
3.948,-0.052352479,0.040084359,0.065935862,2.488142323
3.952,-0.050581735,0.034842108,0.061420554,2.538404196
3.956,-0.048301064,0.029814572,0.056761796,2.5885747
3.96,-0.045553843,0.025043763,0.051984062,2.638932335
3.964,-0.042350427,0.020582475,0.047087121,2.689204431
3.968,-0.03873091,0.016472147,0.042088181,2.739470307
3.972,-0.034733261,0.012751735,0.037000083,2.78973663
3.976,-0.030399012,0.009456597,0.031835941,2.839999809
3.98,-0.02577283,0.006617118,0.02660874,2.890273241
3.984,-0.020902573,0.004260364,0.021332329,2.940526664
3.988,-0.015837843,0.002406679,0.016019656,2.990788857
3.992,-0.010630263,0.001072407,0.01068422,3.041050325
3.996,-0.005333456,2.68E-04,0.005340207,3.091307452
